Code;Status
OEMTLSLIC0001;Y8
OEMTLSLIC0002;Y8
OEMTLSLIC0004;Y8
OEMTLSLIC0005;Y8
OEMTLSLIC0006;Y8
OEMTLSLIC0010;Y8
OEMTLSLIC0011;Y8
OEMTLSLIC0012;Y8
OEMTLSLIC0013;Y8
CS80056.78;Y8
CS80056.79;Y8
CS80056.80;Y8
CS80056.81;Y8
3JR09066AB;Y4
3JR09066GS;Y3
3JR09066PS;Y3
ALU:301078796;Y8
ALU:301078804;Y8
ALU:1AF12250AAAA;Y8
ALU:1AF12291AAAA;Y8
ALU:1AF12514AAAA;Y8
ALU:1AF12730AAAA;Y8
ALU:1AF13619AAAA;Y8
ALU:1AF13707AAAA;Y8
ALU:1AF13771AAAA;Y8
C71685;Y8
C71686;Y8
C71687;Y8
C71688;Y8
C71689;Y8
C71691;Y8
C71692;Y8
C71693;Y8
C71694;Y8
CORNX:A4B000013364;Y6
CORNX:A4B000013365;Y6
CORNX:A4B000013366;Y6
EA-W8HMEAUCH;Y8
EA-W8HMEAUCJ;Y8
EA-W8HMEAUCK;Y8
EA-W8HMEAUCL;Y8
EA-W8HMEAUCM;Y8
EA-W8HMEAUCP;Y8
EA-W8HMEEUCA;Y8
EA-W8HMEEUCB;Y8
EA-W8HMEEUCD;Y8
EA-W8HMEEUCE;Y8
EA-W8HMEEUCF;Y8
EA-W8HMEEUCG;Y8
EA-W8HMEEUCH;Y8
EA-W8HMEEUCJ;Y8
EA-W8HMEEUCK;Y8
EA-W8HMEEUCL;Y8
EA-W8HMEEUCM;Y8
EA-W8HMEEUCP;Y8
P404206;Y5
P404207;Y5
P404208;Y5
EA-W10ALNA3;Y8
P404209;Y5
P404210;Y5
P404211;Y5
P404212;Y5
P404213;Y5
P404214;Y5
EA-W31AMPR;Y8
EA-W31MDER;Y8
EA-W91PBTS;Y8
EA-WA0FAC0;Y8
EA-WA0FACC0;Y8
EA-WA0FAN;Y8
EA-WA0FDCC0;Y8
EA-WA0FL;Y8
EA-WA0FM;Y8
NTC170002002207;Y4
NTC170002002208;Y4
NTC170002002210;Y4
NTC170002002211;Y4
NTC170002002213;Y4
NTC170002002214;Y4
EA-WA2G0F1A2;Y8
EA-WA2G0F1D2;Y8
EA-WA2G0F1D2L;Y8
EA-WA2G0F1D2M;Y8
EA-WA2G0F4A;Y8
EA-WA2G0F4D;Y8
EA-WA2TA0;Y8
EA-WA7AMPR1;Y8
EA-WA7G0F1A;Y8
EA-WA7G0F1D;Y8
EA-WA7G0F1D2;Y8
EA-WA7G0F1D2L;Y8
EA-WA7G0F1D2M;Y8
EA-WA7LNA;Y8
EA-WA7LNAMU;Y8
EA-WA7TA0;Y8
EA-WA7TAA;Y8
EA-WA8M0F2DLA;Y8
EA-WA8M0F2DLB;Y8
EA-WA8M0F2DMA;Y8
EA-WA8M0F2DMB;Y8
NTHLRCT00026;Y4
NTHLRCT00027;Y4
EA-WA170ABX;Y8
NTHLRCT00028;Y4
NTHLRCT01001;Y4
EA-WA470ABX;Y8
NTHLRCT01002;Y4
NTHLRCT01003;Y4
P447541;Y4
P447542;Y4
P447543;Y4
P447544;Y4
P447545;Y4
P447546;Y4
P447547;Y4
P447548;Y4
ULIS:ULIS-MAINT;Y0
UCSSW305;Y8
P447549;Y4
P447550;Y4
P447551;Y4
P447552;Y4
P447553;Y4
P447554;Y4
P447555;Y4
P447556;Y4
P447557;Y4
NMSFEAT136.2.52;Y8
NMSFEAT136.2.9;Y8
NMSFEAT137.2.10;Y8
NMSFEAT137.2.11;Y8
NMSFEAT137.2.5;Y8
NMSFEAT232.2.4;Y8
NMSFEAT232.2.6;Y8
NMSFEAT246.14;Y8
NMSW000001SW;Y4
NMSWPHY0001SW;Y0
NMSWPHY001SW;Y1
NMSWPHY01SW;Y4
NMSWSRS9000S;Y4
NMSWSTD1001P;Y4
NMSWSTD1001S;Y4
NMSWSTD1001TB;Y4
NMSWSTD1001TR;Y4
NMSWSTD1002AP;Y4
NMSWSTD1002AS;Y4
NMSWSTD1002BP;Y1
VZ-AAA-DEV-ADD-2;Y4
VZ-AAA-DEV-ADD-3;Y4
VZ-AAA-DEV-ADD-4;Y4
VZ-AAA-DEV-ADD-5;Y4
UDMCB20-02;Y4
UDMCB20-02PH;Y4
UDMCCAP01;Y4
UDMCCAP01K;Y4
UDMCCAPT01;Y4
UDMCSRS;Y8
FNG30EMEDRESTR;Y8
CBOEMHPSERV3287;Y4
CBOEMHPSERV3288;Y4
CBOEMHPSERV3289;Y4
P447565;Y4
P447566;Y4
P447567;Y4
P447568;Y4
P447569;Y4
P447570;Y4
P447571;Y4
JNPOSS:SVCCORJSS2;Y8
JNPOSS:SVCCORJSS3;Y8
JNPOSS:SVCCORJSS4;Y8
JNPOSS:SVCCORJSSA;Y8
ALU:1AB378370005;Y8
ALU:1AB378370004;Y8
ALU:1AB378370006;Y8
ALU:1AB378370007;Y8
ALU:1AB378370008;Y8
OEMHPHW2318;Y8
OEMHPHW2319;Y8
OEMHPHW2320;Y8
KYT:01010170A;Y8
KYT:01010171A;Y8
KYT:01010172A;Y8
KYT:01010173A;Y8
3MW17005AAAA;Y6
OEMINUMSWP195A;Y4
OEMINUMSWP195H;Y4
OEMINUMSWP195O;Y4
OEMINUMSWP195V;Y4
OEMJAVA0005;Y7
00071613;Y6
00071614;Y8
00071615;Y8
00071616;Y8
00071617;Y8
00071618;Y8
00071619;Y8
3HZ15784AAAA;Y4
3HZ15791AAAA;Y4
3HZ15792AAAA;Y4
3HZ15796AAAA;Y4
P457818;Y5
P457819;Y5
P457820;Y5
P457822;Y5
P457823;Y5
P457824;Y5
P457825;Y5
P457826;Y5
P457827;Y5
CS80056.82;Y8
CS80703.02;Y8
CS80703.03;Y8
CS80703.04;Y8
JNPOSS:SVCCORJSSTD;Y8
JNPOSS:SVCCORJSSU;Y6
L38207.01;Y6
JNPOSS:JS-STD-50;Y8
JNPOSS:JS-STD-50-1;Y8
JNPOSS:JS-STD-100;Y8
JNPOSS:JS-STD-251R;Y8
JNPOSS:JS-STD-500;Y8
JNPOSS:JS-STD-501R;Y8
JNPOSS:JS-STD-1001;Y8
P405048;Y5
P405049;Y5
P405050;Y5
P405051;Y5
P405052;Y5
P405053;Y5
P405054;Y5
P556142;Y0
P556143;Y0
P556144;Y0
P556145;Y0
P556146;Y0
P556147;Y0
P556148;Y0
P556149;Y0
P556150;Y0
P556151;Y0
NACSW0017;Y1
NACSW0017TL;Y1
NACSW0018;Y1
NACSW0018TL;Y1
NACSW0019;Y1
NACSW0019TL;Y1
NACSW0020;Y1
IOTOEMF5LIC0003;Y3
IOTOEMF5LIC0004;Y3
IOTOEMF5LIC0005;Y3
IOTOEMF5LIC0006;Y3
IOTOEMF5LIC0007;Y3
IOTOEMF5SWM000;Y7
IOTOEMORALIC0002;Y4
IOTOEMORALIC0003;Y4
IOTOEMORALIC0004;Y4
IOTOEMORALIC0005;Y4
CSV60012.54;Y4
IOTOEMF5SWM0001;Y3
IOTOEMORASWM0001;Y4
IOTOEMORASWM0002;Y4
IOTOEMF5SWM0002;Y3
IOTOEMF5SWM0003;Y3
IOTOEMF5SWM0004;Y3
T555KEYL.22;Y6
T555KEYL.25;Y6
T555KEYL.26;Y8
T555KEYL.27;Y6
T555KEYL.28;Y6
SIAE1USWB2GBG;Y8
SIAE1USWB100G;Y8
SIAE1USWB100H;Y8
SIAE1USWB200G;Y8
SIAE1USWB200H;Y8
SIAE1USWB300G;Y8
SIAE1USWB400G;Y8
SIAEAF1S14MD;Y8
SIAEAF2S10ID;Y8
SIAEAF2S10MD;Y8
SIAEAG2S13ID;Y8
SIAEAG2S13MD;Y8
SIAEAL2S18ID;Y8
SIAEGOGLOBAL;Y8
SIAEGOGLOBALM;Y8
SIAELIC-ON-CD;Y8
SIAE1USWF1GBG;Y8
SIAE1USWF2GBG;Y8
SIAE1USWG2GBG;Y8
SIAE1USWL100F;Y8
SIAE1USWL150F;Y8
SIAE1USWL200F;Y8
SIAE1USWL400F;Y8
SIAE1USWL500F;Y8
SIAEAF8S12ID;Y8
SIAEAF8S12MD;Y8
SIAEAF8S14ID;Y8
SIAEAF8S14MD;Y8
SIAEAG2S11ID;Y8
SIAEAG2S11MD;Y8
SIAEAG2S12ID;Y8
SIAEAG2S12MD;Y8
SIAE1USWB500G;Y8
SIAE1USWC1GBG;Y8
SIAE1USWC2GBG;Y8
SIAE1USWC200H;Y8
SIAE1USWC300B;Y8
SIAE1USWC300G;Y8
SIAE1USWC400A;Y8
SIAE1USWC400B;Y8
SIAE1USWC400F;Y8
SIAE1USWC400G;Y8
SIAE1USWC500B;Y8
SIAE1USWC500F;Y8
SIAE1USWC500G;Y8
CSV60012.65;Y4
CSV60012.66;Y4
CSV60012.67;Y4
CSV60012.68;Y4
CSV60012.69;Y4
CSV60012.70;Y4
CSV60012.71;Y4
CSV60012.72;Y4
CSV60012.73;Y4
P447574;Y4
P447575;Y4
P447576;Y4
P447577;Y4
P447578;Y4
P447579;Y4
P447580;Y4
P447581;Y4
P447582;Y4
ENSW6159CLK;Y4
ENSW6159CTL;Y4
ENSW6161C;Y4
ENSW6161CLK;Y4
ENSW6161CTL;Y4
ENSW6224C;Y4
ENSW6224CLK;Y4
ENSW6224CTL;Y4
ENSW6283C;Y4
ENSW6283CTL;Y4
ENSW6284C;Y4
ENSW6284CTL;Y4
ENSW6286C;Y6
ENSW6286CLK;Y6
ENSW6286CTL;Y6
ENSW6156CLK;Y4
ENSW6156CTL;Y4
ENSW6157CLK;Y4
ENSW6158C;Y4
ENSW6158CLK;Y4
ENSW6158CTL;Y4
ENSW6148C;Y4
ENSW6148CLK;Y4
ENSW6148CTL;Y4
ENSW6149C;Y4
ENSW6149CLK;Y4
ENSW6149CTL;Y4
ENSW6153C;Y4
ENSW6153CLK;Y4
P405414;Y5
INFO:1-OEMMS010;Y8
P447584;Y4
A012229;Y6
A012601;Y6
A012602;Y6
A012674;Y6
A012718;Y6
A012930;Y6
A013422;Y6
A013617;Y6
A013622;Y6
ENSW6134CLK;Y4
ENSW6134CTL;Y4
ENSW6146C;Y4
ENSW6146CLK;Y4
ENSW6146CTL;Y4
SIAE1IL2SWTC;Y8
SIAE1ISSYNCE;Y8
SIAE1ISW8ETH;Y8
SIAE1ISW8L2S;Y8
SIAE1ISW8200;Y8
SIAE1ISWA300;Y8
SGW20DMTS;Y8
SGW20IPV6;Y8
SGW20SWUPGB;Y8
OEMEMCHU536;Y8
OEMEMCHU537;Y8
OEMEMCHU538;Y8
OEMEMCHU539;Y8
OEMEMCHU541;Y8
OEMEMCHU542;Y8
OEMEMCHU543;Y8
OEMEMCHU544;Y8
OEMEMCHU546;Y8
OEMEMCHU547;Y8
OEMEMCHU548;Y8
OEMEMCHU550;Y8
CS72900.07;Y8
OEMEMCHU551;Y8
CS72965;Y8
CS72965.01;Y8
CS72967.02;Y8
CS72967.03;Y8
CS72967.09;Y8
CS72967.10;Y8
CS72995.02;Y6
CS7299515;Y6
OEMGWPSI0008;Y8
OEMHPPSI0007;Y8
OEMHPPSI0009;Y8
OEMHPPSI0021;Y8
OEMHPPSI0035;Y8
OEMHPPSI0045;Y8
OEMHPPSI0046;Y8
NDS20-VL-MEM;Y4
NDS-16-SW-PHY;Y8
NDS-16-SWE-PHY;Y8
NDS-17-SW-PHY;Y8
NDS-17-SWE;Y8
NDS-17-SWE-PHY;Y1
NDS-19-SW-PHY;Y1
3HE07556AA;Y4
3HE07590AA;Y4
3HE07591AA;Y3
3HE07592AA;Y4
3HE07593AA;Y4
3HE07594AA;Y3
3HE07595AA;Y4
3JR20073AB;Y6
3JR20073AC;Y6
3JR20073BB;Y6
3JR20073BC;Y6
3JR20073BD;Y6
3JR20073CA;Y6
3JR20073CB;Y6
PURC-4000004763;Y6
PURC-4000004828;Y6
PURC-4000004829;Y6
SW1N-OS6865;Y4
SICOREHWLC00558;Y8
OEMHPSERV3028;Y8
SICOREHWLC00600;Y8
OEMHPSERV3037;Y8
OEMHPSERV3038;Y8
OEMHPSERV3039;Y8
OEMHPSERV3044;Y8
SICOREHWLC01266;Y8
OEMHPSERV3056;Y8
OEMHPSERV3064;Y8
OEMHPSERV3068;Y8
OEMHPSERV3069;Y8
IPC090-50322-01;Y4
IPC090-50331-01;Y6
IPC093-00068-000;Y4
IPC121-20621-10-2;Y4
OEMHPSERV3108;Y8
C109068;Y8
C109069;Y8
OEMHPSERV3053;Y8
OEMHPSERV3054;Y8
OEMHPSERV3055;Y8
OEMHPSERV3057;Y8
OEMHPSERV3058;Y8
OEMHPSERV3059;Y8
OEMHPSERV3060;Y8
OEMHPSERV3063;Y8
OEMHPSERV3065;Y8
OEMHPSERV3066;Y8
OEMHPSERV3067;Y8
OEMHPSERV3104;Y8
OEMHPSERV3105;Y8
OEMHPSERV3106;Y8
OEMHPSERV3109;Y8
C108379;Y8
C108380;Y8
C108389;Y8
C108398;Y8
C108399;Y8
C108408;Y8
C108419;Y8
C108435;Y8
C108449;Y8
C108450;Y8
C108467;Y8
C108543;Y8
C108554;Y8
C108569;Y8
C108570;Y8
C108571;Y8
C108573;Y8
C108574;Y8
C108583;Y8
C108590;Y8
C108591;Y8
C108592;Y8
C108593;Y8
C108601;Y8
C108653;Y8
C108654;Y8
C108655;Y8
C108656;Y8
C108767;Y8
C108779;Y8
C108782;Y8
C108809;Y8
C108810;Y8
C108811;Y8
C108812;Y8
C108813;Y8
C108824;Y8
C108825;Y8
C108872;Y8
C108898;Y8
C108899;Y8
C108900;Y8
C108901;Y8
C108943;Y8
C108944;Y8
C108945;Y8
C108947;Y8
C108948;Y8
C108949;Y8
C108950;Y8
C108991;Y8
C108992;Y8
C109014;Y8
C109070;Y8
C71307;Y4
C71537;Y4
C71538;Y4
C71541;Y4
C71546;Y4
C71548;Y4
C71552;Y4
CORX:A4B0000006686;Y6
CORX:A4B0000006873;Y6
CORX:A4B0000008098;Y6
CORX:A4B0000008889;Y6
CORX:A4B0000008900;Y6
CORX:A4B0000008910;Y6
CORX:A4B0000008913;Y6
CORX:A4B0000008914;Y6
CORX:A4B0000008915;Y6
CSV60013.45;Y4
CSV60013.46;Y4
P447594;Y4
P447595;Y4
P447596;Y4
P447597;Y4
P447598;Y4
FNSHWTB05A;Y5
E35795.73;Y6
E35795.74;Y6
E35795.75;Y6
E35795.76;Y6
E35795.79;Y6
E35795.79B;Y6
E35796.52;Y6
E35796.53;Y6
E35796.54;Y6
ENNPOAPOCLK;Y4
ENNPOAPOCTL;Y8
ENNPOBASICCLK;Y4
E35793.03;Y6
E35793.05;Y6
E35793.06;Y6
E35793.07;Y6
E35793.15;Y6
E35793.16;Y6
E35793.17;Y6
E35793.18;Y6
ENNPOBASICCTL;Y4
ENNPOCCOCLK;Y4
ENNPOCCOCTL;Y4
ENNPOMROCLK;Y4
ENNPOMROCTL;Y4
ENNPOSRSCTL;Y6
ENNPOTEST2CLK;Y0
ENNPOTEST2CTL;Y0
GBIC-LNOFC;Y6
GBIC-SNOFC;Y6
GKSPEED20-78P;Y6
GM 360;Y6
SGW20SWUPGN;Y8
EM30490.01;Y8
P447616;Y4
P447617;Y4
P447618;Y4
P447619;Y4
P584381;Y4
NTC170002002215;Y4
NTC170002002216;Y4
NTC170002002218;Y4
NTC170002002219;Y4
NTC170002002225;Y4
NTC170002002226;Y4
NTC170002002232;Y4
3HE10072PA;Y8
3HE10072QA;Y4
GC-DCM8;Y4
GC-DCM8L;Y4
GC-DCM8LMS;Y4
GC-DCM8LX;Y4
GC-DCM8LXX;Y4
MSCFEAT13380;Y4
GC-DCM8LXXX;Y4
GC-DCM8LYS;Y4
GC-DCM8MS;Y4
MSCFEAT21030;Y4
MSCFEAT21065;Y5
MSCFEAT21345;Y4
MSCFEAT22332;Y4
MSCFEAT23326;Y4
MSCFEAT24736;Y4
MSCFEAT60824;Y4
MSCFEAT60827;Y4
MSCFEAT60831;Y4
MSCFEAT60927;Y4
GC-GISCYS1;Y4
GC-GISCYS2;Y4
GC-GISCYS3;Y4
GC-GISCYS4;Y4
GC-GISCYS5;Y4
P447649;Y4
P447650;Y4
NTC170002002234;Y4
NTC170002002281;Y4
NTC170002003200;Y6
NTC170002003281;Y4
P405620;Y5
P405621;Y5
P405622;Y5
P405623;Y5
P405624;Y5
P405625;Y5
CN-IMS-SIG-1500;Y4
P556809;Y8
P556810;Y8
P556811;Y8
CN-HW-3RDPBM01;Y4
P447651;Y4
TNSWGLHW00099;Y8
TNSWGLHW00100;Y8
TNSWGLHW00101;Y8
TNSWGLHW00105;Y8
AT22405-00-AA-S;Y6
TNSWLCHW00003;Y8
TNSWLCHW00004;Y8
TNSWLCHW00005;Y8
TNSWLCHW00006;Y8
ALU:3HE02944AA;Y8
P494772;Y3
P500443;Y3
JNP:SW-SA96;Y6
FC48_000304LK;Y8
FC48_000304LKTEST;Y8
FC48_000304.T;Y8
084195A;Y4
FC48_000308LK;Y8
FC48_000308LKTEST;Y8
FC48_000308.T;Y8
FC48_000309LK;Y8
FC48_000309LKTEST;Y8
FC48_000309.T;Y8
FC48_000310LK;Y8
FC48_000310LKTEST;Y8
FC48_000310.T;Y8
FC48_000311.T;Y8
FC48_000321.T;Y8
FC48_000323LK;Y8
FC48_000323LKTEST;Y8
FC48_000323.T;Y8
FC48_000370LK;Y8
FC48_000370LKTEST;Y8
FC48_000370.T;Y8
FC21001;Y8
FC21002;Y8
FC21004.T;Y8
FC21006;Y8
FC21007;Y8
FC21021;Y8
IPCERX-JE930-SFW;Y6
IPCERX-JUNOSESA-LT;Y6
OEMHPSERV3118;Y8
OEMHPSERV3119;Y8
OEMHPSERV3120;Y6
OEMHPSERV3122;Y8
OEMHPSERV3123;Y8
OEMHPSERV3133;Y8
OEMHPSERV3134;Y8
OEMHPSERV3135;Y8
OEMHPSERV3138;Y8
GC-PTXSS;Y4
GC-PTXSSR;Y4
GC-PTXSSYS;Y4
GC-PTXSUSL;Y4
GC-PTXSWCM;Y7
P447660;Y4
P447661;Y4
P447662;Y4
P447663;Y4
P447664;Y4
P447665;Y4
P447673;Y4
P447674;Y4
P447675;Y4
P447676;Y4
DAS02060;Y8
DAS02061;Y8
DAS02062;Y8
DAS02063;Y8
DAS02018;Y8
DAS02019;Y8
DAS02020;Y8
DAS02021;Y8
DAS02022;Y8
DAS02023;Y8
DAS02025;Y8
DAS02026;Y8
P447677;Y4
P447678;Y4
P447679;Y4
P447680;Y4
P447681;Y4
P447682;Y4
DEBGSWSIOEM0001;Y7
P447683;Y4
P447684;Y4
P447685;Y4
P447686;Y4
P447687;Y4
P447688;Y4
CSISDFSW00009;Y8
CSISDFSW00010;Y8
CSISDFSW00011;Y8
CSISDFSW00012;Y8
CSISDFSW00013;Y8
CSISDFSW00014;Y8
CSISDFSW00015;Y8
CSISDFSW00016;Y8
CACISW1001ATL;Y4
CACISW1001B;Y4
CACISW1001BTL;Y4
CACISW1001C;Y6
CACISW1001CTL;Y6
CACISW1001LK;Y4
CACISW1002;Y4
CACISW1002TL;Y4
CSISDFSW00017;Y8
CSISDFSW00018;Y8
CSISDFSW00019;Y8
CSISDFSW00020;Y8
CSISDFSW00021;Y8
CSISDFSW00022;Y8
CSISDFSW00023;Y8
CSISDFSW00024;Y8
CBSW0100C;Y4
CBSW0101C;Y4
CBSW0102C;Y4
CSISDFSW00025;Y8
CSISDFSW00026;Y8
CSISDFSW00027;Y8
CSISDFSW00028;Y8
CSISDFSW00029;Y8
3HE10161BA;Y4
3HE10161DA;Y4
LAA96000AAAA;Y0
NTC170002092567;Y6
NTC170002093101;Y6
NTC170003002092;Y6
NTC170003002201;Y4
FCMD15LICCL08;Y8
FCMD15LICCL09;Y8
FCMD15LICCL10;Y8
FCMD15LICCL11;Y8
FCMD15LICCL12;Y8
FCMD15LICCL13;Y8
FCMD15LICCL14;Y8
FCMD15LICCL15;Y8
FCMD15LICCL16;Y8
FCMD15LICCL17;Y8
FCMD15LICCL18;Y8
FCMD15LICCL19;Y8
OEMHPSERV3110;Y8
OEMHPSERV3111;Y8
OEMHPSERV3112;Y8
OEMHPSERV3113;Y8
OEMHPSERV3114;Y8
OEMHPSERV3115;Y8
OEMHPSERV3117;Y8
OEMHPSERV3121;Y8
OEMHPSERV3124;Y8
OEMHPSERV3137;Y8
OEMHPSERV3141;Y6
OEMHPSERV3142;Y6
OEMHPSERV3143;Y8
NDS-SRS-CORE;Y8
NDS-SRS-MEM;Y8
NDS-VL-MTP;Y4
NDS-VL-MTP-LK;Y8
NDS-VL-TFP;Y4
NDS-VL-TFP-LK;Y8
NDS_16_SWE;Y8
NDS_622_BNAL;Y8
DCHWKDIANUAGE200A;Y4
DCHWKDIANUAGE202A;Y4
CS80056.83;Y8
CS80056.84;Y8
CS80056.85;Y8
CS80056.86;Y8
MSGINV61734C;Y7
CHM;Y6
CHM_0_BASE;Y6
CISCO2610XM;Y6
CISCO2611XM;Y6
CISCO2611XM-DC;Y6
CISCO2621;Y6
CISCO2621XM;Y6
CISCO2801;Y6
ALU:3FE72181DA;Y8
TSICOREHW00921;Y8
TSICOREHW00922;Y8
TSICOREHW00923;Y8
TSICOREHW00924;Y8
TSICOREHW00927;Y8
T555KEYL.23;Y6
CS80056.88;Y8
CS80056.89;Y8
CS80056.90;Y8
CS80056.91;Y8
CS80056.93;Y8
CS80056.94;Y8
P487636;Y4
P487637;Y4
P487638;Y4
00068042;Y8
00068043;Y8
P570053;Y7
00068180;Y8
00068183;Y8
00068204;Y8
00068207;Y8
P380675;Y7
ALU:3FE72205AA;Y8
ALU:3FE72374AB;Y8
P562227;Y8
CS72993.04;Y8
P562963;Y4
P562967;Y4
P562968;Y4
P563612;Y7
IP-00007251;Y4
NTHLRM2MCSRS;Y8
NTHLRSW00001;Y4
NTHLRSW00001K;Y4
NTHLRSW00002;Y8
NTHLRSW00003;Y8
NTHLRSW00004;Y8
NTHLRSW00006;Y8
P405634;Y5
P405635;Y5
P405636;Y5
P405637;Y5
P405638;Y5
P405639;Y5
P405640;Y5
P405641;Y5
P405642;Y5
MSCFEAT61328;Y4
MSCFEAT61345;Y4
CS72994.03;Y8
MSCFEAT62332;Y4
MSCFEAT62343;Y4
MSCFEAT63300;Y4
NETMLK7560;Y5
NETMLK7561;Y5
NETMLK8000;Y8
NETMLK8020;Y8
NTC170003002213;Y4
NTC170003002214;Y4
NTC170003002215;Y4
NTC170003002218;Y4
GC-QOSTXYS;Y4
GC-QOSXL1;Y4
GC-QOSXL2;Y4
GC-QOSXL3;Y4
GC-QOSXL4;Y4
GC-QOSXL5;Y4
GC-QOSXL6;Y4
GC-RS8;Y4
GC-RS16;Y4
GC-RS32;Y4
GC-RS64;Y4
GC-RS128;Y4
GC-RS256;Y4
GC-RS512;Y4
GC-RSR8;Y4
GC-RSR16;Y4
GC-RSR32;Y4
GC-RSR64;Y4
NETMOEMLK0023;Y4
NETMOEMLK0024;Y4
NETMOEMLK0025;Y5
NETMOEMLK0026;Y5
NETMOEMLK0027;Y5
P576624;Y4
P576631;Y4
CS73000.05;Y8
NTC170003092201;Y6
NTC170003092203;Y6
CS73000.50;Y8
CS73000.70;Y8
CS73001.05;Y8
CS73001.15;Y8
CS73001.30;Y8
3HE10250AA;Y8
3HE10251AA;Y8
3HE10252AA;Y8
3HE10254AA;Y8
CS73006.70;Y8
CS73007.03;Y8
CS73007.06;Y8
CS73007.10;Y8
CS73008.06;Y8
CS73009.06;Y8
CS73010.06;Y8
CS73010.10;Y8
CS73011.50;Y8
CS73012.10;Y8
CS73012.20;Y8
CS73012.30;Y8
00068885;Y8
00068888;Y8
00068889;Y8
00068890;Y8
00068891;Y8
00068892;Y8
00068893;Y8
00068894;Y8
ABPM;Y6
CS72745.05;Y8
FCMD15LICCL20;Y8
FCMD15LICCL21;Y8
FCMD15LICCL22;Y8
FCMD15LICCL23;Y8
FCMD15LICCL24;Y8
FCMD15LICCL25;Y8
FCMD15LICCLBD01;Y8
CORX:A4B0000008939;Y6
CORX:A4B0000008944;Y6
CS72970;Y8
CS72971;Y8
CS72973.02;Y8
CS72973.03;Y8
CS72973.04;Y8
CS77590.04;Y8
HLRFEAT64516;Y8
IB-MOD-KDVS-1050;Y8
IB-MOD-KDVS-1550;Y8
ICDTRI001;Y8
CS73012.50;Y8
NTHLRSW00024;Y8
NTHLRSW00025;Y8
NTHLRSW00027;Y8
NTHLRSW00028;Y8
NTHLRSW00028PH;Y8
CS73095.10;Y8
CS73095.30;Y8
CS73095.70;Y8
CS73096.30;Y8
CS73096.70;Y8
CS73082.15;Y8
CS73097.10;Y8
CS73097.15;Y8
CS73097.20;Y8
CS73097.25;Y8
CS73097.30;Y8
CS73097.50;Y8
CS73100.10;Y8
CS73100.11;Y8
CS73100.12;Y8
P492174;Y3
P492175;Y3
P492180;Y3
P492194;Y3
P492226;Y3
P492230;Y3
P492231;Y3
P492233;Y3
P492237;Y3
P492239;Y3
P492241;Y3
P492243;Y4
P492245;Y3
P492246;Y3
P492247;Y3
P492267;Y3
CS8060833;Y8
CS8060834;Y8
CS8060835;Y8
CS8060836;Y8
CS73100.21;Y8
CS73100.22;Y8
CS73100.23;Y8
CS73100.24;Y8
CS73100.31;Y8
CS73100.32;Y8
CS73100.42;Y8
CS73100.43;Y8
CS73104.15;Y8
CS73104.20;Y8
CS73104.25;Y8
P584453;Y4
P584454;Y4
P584455;Y4
P584456;Y4
P584457;Y4
P584458;Y4
P584459;Y4
ALU:3HE05935AA;Y8
ALU:3HE05936CB;Y8
ALU:3HE05936CC;Y8
ALU:3HE05936CD;Y8
ALU:3HE05936CE;Y8
ALU:3HE05936CF;Y8
ALU:3HE05936CG;Y8
FNSHWIPPU02B;Y6
00070356;Y8
00070357;Y8
00070358;Y8
AP-200-MNT-W2;Y4
00071441;Y8
00071442;Y8
HSSCB185-02PHY;Y8
HSSCB1601;Y7
HSSCB1652;Y8
HSSCB1652PHY;Y8
HSSCB1653;Y8
HSSCB1653PHY;Y8
HSSCB1751;Y8
00071443;Y8
00071444;Y8
00071655;Y8
HSSCB1751PHY;Y8
HSSCB1752;Y8
HSSCB1752PHY;Y8
HSSCB1753;Y8
HSSCBT1752;Y7
HSSCC0001;Y8
00072484;Y8
00072485;Y8
00072601;Y8
00072721;Y8
00072722;Y8
00072723;Y8
00072486;Y8
IMSAB1020;Y8
MSCFEAT94285;Y4
CS73127.10;Y8
CS73127.15;Y8
CS73127.20;Y8
CS73127.35;Y8
CS73127.50;Y8
CS73128.15;Y8
CS73128.20;Y8
CS73128.25;Y8
CS73128.30;Y8
CS73128.35;Y8
CS73128.40;Y8
NETMOEMTS0039;Y8
CS73126.60;Y8
NETMOEMTS0040;Y8
NETMOEMTS0041;Y8
NETMOEMTS0042;Y8
NETMOEMTS0043;Y8
NETMOEMTS0046;Y4
CS73133.05;Y8
NETMSW0001;Y8
NETMSW0002;Y8
NETMSW0003;Y8
CS73133.15;Y8
NSASLTU002TL6M;Y8
NSASLTU003TL;Y8
NSASLTU003TL6M;Y8
NSASLTU004;Y8
NSASLTU004TL;Y8
NSASLTU005;Y8
NSASLTU005TL;Y8
NSASLTU010;Y8
NSASLTU010TL;Y8
NSASLTU011;Y8
NSASLTU011TL;Y8
MSCFEAT96427A;Y6
MSCFEAT96517;Y6
P447765;Y4
P447766;Y4
P447767;Y4
P447768;Y4
P447769;Y4
P447770;Y4
P447771;Y4
AAA9-IF-DIASWM;Y8
AAA9-IF-DIASWX;Y8
AAA9-IF-DIAWX;Y8
AAA9-IF-NOTIFY;Y8
NETMSW7502;Y5
NETMSW7503;Y5
NETMSW7504;Y5
AAA9-IF-DIASWM-MNT;Y8
AAA9-IF-DIASWX-MNT;Y8
AAA9-IF-DIAWX-MNT;Y8
AAA9-IF-NOTIFY-MNT;Y8
CS73203.02;Y8
